Point	Segment	Pseudotime	Trajectories_1	Trajectories_2	Trajectories_3	Trajectories_4	Trajectories_5	Trajectories_6	Trajectories_7	Trajectory_15__46	Trajectory_15__47	Trajectory_15__48	Trajectory_15__49	Trajectory_15__50	Trajectory_15__51	Trajectory_15__52	Trajectory_15__53
0	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1	1	4	48							0	0	1	0	0	0	0	0
2	12	7.041255803746	49							0	0	0	1	0	0	0	0
3	2	2.44500271967865	47	49	50	51	52	53		0	1	0	1	1	1	1	1
4	1	2	48							0	0	1	0	0	0	0	0
5	1	1.79448113180824	48							0	0	1	0	0	0	0	0
6	0	2.86321473131707	46							1	0	0	0	0	0	0	0
7	0	2.01903863248967	46							1	0	0	0	0	0	0	0
8	1	8.05630697595931	48							0	0	1	0	0	0	0	0
9	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
10	1	7.40243552822667	48							0	0	1	0	0	0	0	0
11	1	2	48							0	0	1	0	0	0	0	0
12	12	5.19411475732413	49							0	0	0	1	0	0	0	0
13	1	7	48							0	0	1	0	0	0	0	0
14	0	3	46							1	0	0	0	0	0	0	0
15	1	1	48							0	0	1	0	0	0	0	0
16	12	5.23663944932098	49							0	0	0	1	0	0	0	0
17	12	4.54322884068197	49							0	0	0	1	0	0	0	0
18	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
19	0	2.39574700032221	46							1	0	0	0	0	0	0	0
20	1	2.00940389593995	48							0	0	1	0	0	0	0	0
21	11	13.5832372057421	47							0	1	0	0	0	0	0	0
22	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
23	1	1.15624224338621	48							0	0	1	0	0	0	0	0
24	2	2.95564684541659	47	49	50	51	52	53		0	1	0	1	1	1	1	1
25	0	1.18488364807011	46							1	0	0	0	0	0	0	0
26	12	5.05956016583744	49							0	0	0	1	0	0	0	0
27	1	3.69219259249582	48							0	0	1	0	0	0	0	0
28	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
29	11	9.05993198538943	47							0	1	0	0	0	0	0	0
30	1	0.79691492734261	48							0	0	1	0	0	0	0	0
31	1	3.79078409681065	48							0	0	1	0	0	0	0	0
32	1	0.390427402939616	48							0	0	1	0	0	0	0	0
33	1	6.5489647174976	48							0	0	1	0	0	0	0	0
34	1	0.248486908914798	48							0	0	1	0	0	0	0	0
35	2	2.10144885349344	47	49	50	51	52	53		0	1	0	1	1	1	1	1
36	12	8.42253465941157	49							0	0	0	1	0	0	0	0
37	1	4	48							0	0	1	0	0	0	0	0
38	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
39	1	8.22005731106122	48							0	0	1	0	0	0	0	0
40	2	2.80586496822184	47	49	50	51	52	53		0	1	0	1	1	1	1	1
41	1	6	48							0	0	1	0	0	0	0	0
42	3	4.32651094745929	47	50	51	52	53			0	1	0	0	1	1	1	1
43	1	6.03923220354385	48							0	0	1	0	0	0	0	0
44	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
45	2	1.85875286483279	47	49	50	51	52	53		0	1	0	1	1	1	1	1
46	1	2.43178274456441	48							0	0	1	0	0	0	0	0
47	0	2	46							1	0	0	0	0	0	0	0
48	1	0.787398063221881	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
49	1	3	48							0	0	1	0	0	0	0	0
50	0	2.24855506432496	46							1	0	0	0	0	0	0	0
51	0	1.86545514700434	46							1	0	0	0	0	0	0	0
52	1	8	48							0	0	1	0	0	0	0	0
53	1	8.30811131322765	48							0	0	1	0	0	0	0	0
54	1	8	48							0	0	1	0	0	0	0	0
55	10	11.2866610582076	52							0	0	0	0	0	0	1	0
56	0	1	46							1	0	0	0	0	0	0	0
57	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
58	1	2.58526307568538	48							0	0	1	0	0	0	0	0
59	0	1.04840267381812	46							1	0	0	0	0	0	0	0
60	0	3.89517283504499	46							1	0	0	0	0	0	0	0
61	1	0.340367615184523	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
62	1	1	48							0	0	1	0	0	0	0	0
63	8	10.400360576095	53							0	0	0	0	0	0	0	1
64	0	3.10917389157844	46							1	0	0	0	0	0	0	0
65	2	2.58685061757676	47	49	50	51	52	53		0	1	0	1	1	1	1	1
66	0	3	46							1	0	0	0	0	0	0	0
67	1	8.17422816046376	48							0	0	1	0	0	0	0	0
68	1	8	48							0	0	1	0	0	0	0	0
69	12	6	49							0	0	0	1	0	0	0	0
70	1	0.779492710329882	48							0	0	1	0	0	0	0	0
71	2	2.02303181722049	47	49	50	51	52	53		0	1	0	1	1	1	1	1
72	1	4	48							0	0	1	0	0	0	0	0
73	1	8.53671876832178	48							0	0	1	0	0	0	0	0
74	1	1.97381070518352	48							0	0	1	0	0	0	0	0
75	1	0.332909107853016	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
76	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
77	1	1	48							0	0	1	0	0	0	0	0
78	1	1	46							1	0	0	0	0	0	0	0
79	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
80	1	7.76994486609887	48							0	0	1	0	0	0	0	0
81	2	1.11830698673091	47	49	50	51	52	53		0	1	0	1	1	1	1	1
82	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
83	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
84	1	7.17097716250946	48							0	0	1	0	0	0	0	0
85	1	3.85999873596967	48							0	0	1	0	0	0	0	0
86	1	0.843529100749937	48							0	0	1	0	0	0	0	0
87	1	1	48							0	0	1	0	0	0	0	0
88	1	8.24479385397296	48							0	0	1	0	0	0	0	0
89	1	1.75065903423822	48							0	0	1	0	0	0	0	0
90	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
91	12	7.32107812434329	49							0	0	0	1	0	0	0	0
92	1	6	48							0	0	1	0	0	0	0	0
93	1	0.833868462695659	48							0	0	1	0	0	0	0	0
94	1	8	48							0	0	1	0	0	0	0	0
95	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
96	1	1.90863699154361	48							0	0	1	0	0	0	0	0
97	1	8	48							0	0	1	0	0	0	0	0
98	0	3.56981353814849	46							1	0	0	0	0	0	0	0
99	2	0.966109473550049	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
100	1	5.80032155083844	48							0	0	1	0	0	0	0	0
101	12	8	49							0	0	0	1	0	0	0	0
102	1	4	48							0	0	1	0	0	0	0	0
103	1	0.193609724335005	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
104	1	0.819743961899597	48							0	0	1	0	0	0	0	0
105	1	8.44493341113226	48							0	0	1	0	0	0	0	0
106	1	8.20371095196125	48							0	0	1	0	0	0	0	0
107	2	2.34323619146695	47	49	50	51	52	53		0	1	0	1	1	1	1	1
108	1	1.55059494709151	48							0	0	1	0	0	0	0	0
109	1	8.89778232399084	48							0	0	1	0	0	0	0	0
110	1	8	48							0	0	1	0	0	0	0	0
111	0	2.35573107464975	46							1	0	0	0	0	0	0	0
112	1	8.13238648622848	48							0	0	1	0	0	0	0	0
113	12	5.95071830451671	49							0	0	0	1	0	0	0	0
114	1	2	48							0	0	1	0	0	0	0	0
115	10	11.2975506067771	52							0	0	0	0	0	0	1	0
116	2	1.69797739655133	47	49	50	51	52	53		0	1	0	1	1	1	1	1
117	1	0.132478003398512	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
118	2	1.6563586096476	47	49	50	51	52	53		0	1	0	1	1	1	1	1
119	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
120	2	1.80766481883184	47	49	50	51	52	53		0	1	0	1	1	1	1	1
121	1	6.44418912002805	48							0	0	1	0	0	0	0	0
122	1	0.169813907859532	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
123	1	4	48							0	0	1	0	0	0	0	0
124	0	2.63959666346317	46							1	0	0	0	0	0	0	0
125	0	1.28010864012968	46							1	0	0	0	0	0	0	0
126	2	1.72295098057907	47	49	50	51	52	53		0	1	0	1	1	1	1	1
127	0	1.88036242381743	46							1	0	0	0	0	0	0	0
128	0	2.03542322579897	46							1	0	0	0	0	0	0	0
129	11	9.92221632605266	47							0	1	0	0	0	0	0	0
130	11	9.67600842588405	47							0	1	0	0	0	0	0	0
131	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
132	1	4	48							0	0	1	0	0	0	0	0
133	1	1.40332339776806	48							0	0	1	0	0	0	0	0
134	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
135	0	3.67871170629549	46							1	0	0	0	0	0	0	0
136	1	4	48							0	0	1	0	0	0	0	0
137	1	7.37867604941378	48							0	0	1	0	0	0	0	0
138	1	8	48							0	0	1	0	0	0	0	0
139	0	3	46							1	0	0	0	0	0	0	0
140	2	3.07663800748974	47	49	50	51	52	53		0	1	0	1	1	1	1	1
141	0	2.37236938231507	46							1	0	0	0	0	0	0	0
142	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
143	1	1.65315553886181	48							0	0	1	0	0	0	0	0
144	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
145	12	6.93734690113207	49							0	0	0	1	0	0	0	0
146	0	3.59114617003088	46							1	0	0	0	0	0	0	0
147	1	0.207548261334071	48							0	0	1	0	0	0	0	0
148	11	11.6294126381326	47							0	1	0	0	0	0	0	0
149	1	1	48							0	0	1	0	0	0	0	0
150	1	3.41679241895825	48							0	0	1	0	0	0	0	0
151	1	0.647769907378029	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
152	8	9.64410421881481	53							0	0	0	0	0	0	0	1
153	2	1.1307241832961	47	49	50	51	52	53		0	1	0	1	1	1	1	1
154	12	5	49							0	0	0	1	0	0	0	0
155	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
156	1	6	48							0	0	1	0	0	0	0	0
157	2	2.42750747394361	47	49	50	51	52	53		0	1	0	1	1	1	1	1
158	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
159	2	2.12383426647253	47	49	50	51	52	53		0	1	0	1	1	1	1	1
160	1	8	48							0	0	1	0	0	0	0	0
161	1	1.3431406674849	48							0	0	1	0	0	0	0	0
162	2	1.41260881398941	47	49	50	51	52	53		0	1	0	1	1	1	1	1
163	12	5.55419386577102	49							0	0	0	1	0	0	0	0
164	1	1	48							0	0	1	0	0	0	0	0
165	1	1.80732565223169	48							0	0	1	0	0	0	0	0
166	0	3.68102009627136	46							1	0	0	0	0	0	0	0
167	12	8	49							0	0	0	1	0	0	0	0
168	12	4.92358879682273	49							0	0	0	1	0	0	0	0
169	2	2.38757573210573	47	49	50	51	52	53		0	1	0	1	1	1	1	1
170	1	4	48							0	0	1	0	0	0	0	0
171	0	3.36342569984577	46							1	0	0	0	0	0	0	0
172	12	6	49							0	0	0	1	0	0	0	0
173	11	11	47							0	1	0	0	0	0	0	0
174	1	3.26717122860616	48							0	0	1	0	0	0	0	0
175	1	4	48							0	0	1	0	0	0	0	0
176	0	2.49519995419656	46							1	0	0	0	0	0	0	0
177	1	1.74911215866314	48							0	0	1	0	0	0	0	0
178	1	0.490382155850044	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
179	11	10.7246042976353	47							0	1	0	0	0	0	0	0
180	2	2.73779039896771	47	49	50	51	52	53		0	1	0	1	1	1	1	1
181	1	6.72806698417882	48							0	0	1	0	0	0	0	0
182	2	1.04133816512507	47	49	50	51	52	53		0	1	0	1	1	1	1	1
183	1	4	48							0	0	1	0	0	0	0	0
184	1	0.766710578777286	48							0	0	1	0	0	0	0	0
185	1	0.777747695997044	48							0	0	1	0	0	0	0	0
186	11	13.0264274949669	47							0	1	0	0	0	0	0	0
187	1	3	48							0	0	1	0	0	0	0	0
188	1	3.18261916451213	48							0	0	1	0	0	0	0	0
189	1	4	48							0	0	1	0	0	0	0	0
190	1	4	48							0	0	1	0	0	0	0	0
191	1	1	48							0	0	1	0	0	0	0	0
192	1	7	48							0	0	1	0	0	0	0	0
193	1	6.24137342587249	48							0	0	1	0	0	0	0	0
194	1	8	48							0	0	1	0	0	0	0	0
195	11	13.3748309473391	47							0	1	0	0	0	0	0	0
196	1	0.102619884276377	48							0	0	1	0	0	0	0	0
197	1	5.53489741990161	48							0	0	1	0	0	0	0	0
198	1	3.86432757554911	48							0	0	1	0	0	0	0	0
199	1	4	48							0	0	1	0	0	0	0	0
200	1	3	48							0	0	1	0	0	0	0	0
201	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
202	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
203	2	1.75279241441588	47	49	50	51	52	53		0	1	0	1	1	1	1	1
204	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
205	12	7	49							0	0	0	1	0	0	0	0
206	2	2.68295718488072	47	49	50	51	52	53		0	1	0	1	1	1	1	1
207	1	8	48							0	0	1	0	0	0	0	0
208	1	8	48							0	0	1	0	0	0	0	0
209	2	1	46							1	0	0	0	0	0	0	0
210	2	1.99850831367543	47	49	50	51	52	53		0	1	0	1	1	1	1	1
211	2	2.18434376281011	47	49	50	51	52	53		0	1	0	1	1	1	1	1
212	2	2.24040233698689	47	49	50	51	52	53		0	1	0	1	1	1	1	1
213	1	1	48							0	0	1	0	0	0	0	0
214	1	7.55957544048876	48							0	0	1	0	0	0	0	0
215	1	4	48							0	0	1	0	0	0	0	0
216	0	3.88577764600155	46							1	0	0	0	0	0	0	0
217	1	8.64222956635806	48							0	0	1	0	0	0	0	0
218	12	6.89397997601614	49							0	0	0	1	0	0	0	0
219	8	10.5852194137117	53							0	0	0	0	0	0	0	1
220	1	8	48							0	0	1	0	0	0	0	0
221	1	1.99200475952273	48							0	0	1	0	0	0	0	0
222	0	3	46							1	0	0	0	0	0	0	0
223	2	2.08748074975553	47	49	50	51	52	53		0	1	0	1	1	1	1	1
224	1	3.25882131527706	48							0	0	1	0	0	0	0	0
225	1	7.68508311376981	48							0	0	1	0	0	0	0	0
226	12	6	49							0	0	0	1	0	0	0	0
227	1	0.298197530276695	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
228	1	2	48							0	0	1	0	0	0	0	0
229	1	0.219291626615985	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
230	2	2.15570638961955	47	49	50	51	52	53		0	1	0	1	1	1	1	1
231	1	3.69347180029077	48							0	0	1	0	0	0	0	0
232	0	3.11522322386095	46							1	0	0	0	0	0	0	0
233	0	3.06435568400561	46							1	0	0	0	0	0	0	0
234	1	0.00166760789973752	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
235	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
236	1	6.24597251248501	48							0	0	1	0	0	0	0	0
237	1	1	48							0	0	1	0	0	0	0	0
238	1	8.04638692680745	48							0	0	1	0	0	0	0	0
239	1	8	48							0	0	1	0	0	0	0	0
240	1	5.0073078362343	48							0	0	1	0	0	0	0	0
241	1	8.42151657435705	48							0	0	1	0	0	0	0	0
242	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
243	1	4	48							0	0	1	0	0	0	0	0
244	2	1.75297726748721	47	49	50	51	52	53		0	1	0	1	1	1	1	1
245	11	13.6010006579529	47							0	1	0	0	0	0	0	0
246	12	7.24954203553193	49							0	0	0	1	0	0	0	0
247	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
248	1	3.41426988060859	48							0	0	1	0	0	0	0	0
249	1	4	48							0	0	1	0	0	0	0	0
250	1	6.91293649386721	48							0	0	1	0	0	0	0	0
251	1	0.770791675124216	48							0	0	1	0	0	0	0	0
252	1	0.770116882549054	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
253	0	1.78696953351472	46							1	0	0	0	0	0	0	0
254	1	0.0721279133292171	48							0	0	1	0	0	0	0	0
255	11	9.74565620223181	47							0	1	0	0	0	0	0	0
256	1	2.39948863378447	48							0	0	1	0	0	0	0	0
257	1	3	48							0	0	1	0	0	0	0	0
258	1	0.690658947057052	48							0	0	1	0	0	0	0	0
259	0	2	46							1	0	0	0	0	0	0	0
260	1	3.07510186149503	48							0	0	1	0	0	0	0	0
261	1	3	48							0	0	1	0	0	0	0	0
262	1	2.055109207935	48							0	0	1	0	0	0	0	0
263	1	8	48							0	0	1	0	0	0	0	0
264	1	8.29716011530289	48							0	0	1	0	0	0	0	0
265	1	0.344271774770623	48							0	0	1	0	0	0	0	0
266	1	0.914592164537698	48							0	0	1	0	0	0	0	0
267	1	2.73967549636028	48							0	0	1	0	0	0	0	0
268	2	1.81101267788525	47	49	50	51	52	53		0	1	0	1	1	1	1	1
269	1	0.679584147815789	48							0	0	1	0	0	0	0	0
270	0	2	46							1	0	0	0	0	0	0	0
271	2	1.19245689456693	47	49	50	51	52	53		0	1	0	1	1	1	1	1
272	8	10.2771681670307	53							0	0	0	0	0	0	0	1
273	0	3.73852471219108	46							1	0	0	0	0	0	0	0
274	2	0.625065476108746	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
275	1	8.24852356622384	48							0	0	1	0	0	0	0	0
276	12	6	49							0	0	0	1	0	0	0	0
277	1	4	48							0	0	1	0	0	0	0	0
278	1	1.02291331159853	48							0	0	1	0	0	0	0	0
279	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
280	12	6.10903179175259	49							0	0	0	1	0	0	0	0
281	1	1	48							0	0	1	0	0	0	0	0
282	1	1	48							0	0	1	0	0	0	0	0
283	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
284	1	1.83748514667682	48							0	0	1	0	0	0	0	0
285	1	7	48							0	0	1	0	0	0	0	0
286	1	7.66857876437757	48							0	0	1	0	0	0	0	0
287	1	1.16180016960624	48							0	0	1	0	0	0	0	0
288	1	2.42475025722555	48							0	0	1	0	0	0	0	0
289	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
290	0	2.19915934777008	46							1	0	0	0	0	0	0	0
291	0	1.93863438584125	46							1	0	0	0	0	0	0	0
292	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
293	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
294	2	1.07668644273074	47	49	50	51	52	53		0	1	0	1	1	1	1	1
295	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
296	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
297	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
298	1	9	48							0	0	1	0	0	0	0	0
299	1	0.0573809209269533	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
300	8	9.80849232731766	53							0	0	0	0	0	0	0	1
301	1	6	48							0	0	1	0	0	0	0	0
302	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
303	12	8.31849425750046	49							0	0	0	1	0	0	0	0
304	0	1.59747786746064	46							1	0	0	0	0	0	0	0
305	2	1.50313834786785	47	49	50	51	52	53		0	1	0	1	1	1	1	1
306	1	0.927870894578724	48							0	0	1	0	0	0	0	0
307	1	0.017238433929899	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
308	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
309	1	7.16575163132052	48							0	0	1	0	0	0	0	0
310	1	1.83408721643615	48							0	0	1	0	0	0	0	0
311	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
312	12	5.52708659850931	49							0	0	0	1	0	0	0	0
313	1	3.63337366975953	48							0	0	1	0	0	0	0	0
314	1	2.02803242148199	48							0	0	1	0	0	0	0	0
315	12	6.85243196164875	49							0	0	0	1	0	0	0	0
316	0	1.39033411296186	46							1	0	0	0	0	0	0	0
317	1	3.41237223131299	48							0	0	1	0	0	0	0	0
318	2	2.29260757124487	47	49	50	51	52	53		0	1	0	1	1	1	1	1
319	12	7.33020150952172	49							0	0	0	1	0	0	0	0
320	12	6.33591737165967	49							0	0	0	1	0	0	0	0
321	1	3.76661124550947	48							0	0	1	0	0	0	0	0
322	0	3.68395447736003	46							1	0	0	0	0	0	0	0
323	0	1.67471239511722	46							1	0	0	0	0	0	0	0
324	1	1.69955079941937	48							0	0	1	0	0	0	0	0
325	0	2.87238475286062	46							1	0	0	0	0	0	0	0
326	12	8	49							0	0	0	1	0	0	0	0
327	1	1.12482494817836	48							0	0	1	0	0	0	0	0
328	12	8	49							0	0	0	1	0	0	0	0
329	1	5.74092490704222	48							0	0	1	0	0	0	0	0
330	1	0.0442750269472405	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
331	12	6.86442617643414	49							0	0	0	1	0	0	0	0
332	0	2	46							1	0	0	0	0	0	0	0
333	1	4	48							0	0	1	0	0	0	0	0
334	1	4	48							0	0	1	0	0	0	0	0
335	1	4	48							0	0	1	0	0	0	0	0
336	1	1.67913470644382	48							0	0	1	0	0	0	0	0
337	2	1.31570555095995	47	49	50	51	52	53		0	1	0	1	1	1	1	1
338	1	3	48							0	0	1	0	0	0	0	0
339	0	2	46							1	0	0	0	0	0	0	0
340	1	0.0624691763228346	48							0	0	1	0	0	0	0	0
341	1	1	48							0	0	1	0	0	0	0	0
342	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
343	1	7	48							0	0	1	0	0	0	0	0
344	1	5.582132681176	48							0	0	1	0	0	0	0	0
345	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
346	10	8.36339597218333	52							0	0	0	0	0	0	1	0
347	1	2.14360249738796	48							0	0	1	0	0	0	0	0
348	1	9	48							0	0	1	0	0	0	0	0
349	1	8.47334830893816	48							0	0	1	0	0	0	0	0
350	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
351	1	2.79636302454095	48							0	0	1	0	0	0	0	0
352	1	0.378573201703436	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
353	1	1.97351257105011	48							0	0	1	0	0	0	0	0
354	0	3.22926910961987	46							1	0	0	0	0	0	0	0
355	1	0.777705088646769	48							0	0	1	0	0	0	0	0
356	1	1	48							0	0	1	0	0	0	0	0
357	1	1.05216880493187	48							0	0	1	0	0	0	0	0
358	2	2.03003995226315	47	49	50	51	52	53		0	1	0	1	1	1	1	1
359	1	0.31461255952509	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
360	1	4	48							0	0	1	0	0	0	0	0
361	1	9	48							0	0	1	0	0	0	0	0
362	1	0.23545036113695	48							0	0	1	0	0	0	0	0
363	0	3.37193175036156	46							1	0	0	0	0	0	0	0
364	1	4	48							0	0	1	0	0	0	0	0
365	1	6.44376947658613	48							0	0	1	0	0	0	0	0
366	2	2.79410728272007	47	49	50	51	52	53		0	1	0	1	1	1	1	1
367	0	3.23289001567334	46							1	0	0	0	0	0	0	0
368	1	1.64629564667565	48							0	0	1	0	0	0	0	0
369	1	2.86970793352215	48							0	0	1	0	0	0	0	0
370	1	1	48							0	0	1	0	0	0	0	0
371	1	1	48							0	0	1	0	0	0	0	0
372	11	10.7975997623432	47							0	1	0	0	0	0	0	0
373	1	0.869577784186548	48							0	0	1	0	0	0	0	0
374	0	3.01807398227123	46							1	0	0	0	0	0	0	0
375	1	0.262603630264744	48							0	0	1	0	0	0	0	0
376	0	3	46							1	0	0	0	0	0	0	0
377	1	2	48							0	0	1	0	0	0	0	0
378	1	3.64483199086011	48							0	0	1	0	0	0	0	0
379	1	7	48							0	0	1	0	0	0	0	0
380	11	9.81529503510241	47							0	1	0	0	0	0	0	0
381	1	8	48							0	0	1	0	0	0	0	0
382	1	3.29961688069713	48							0	0	1	0	0	0	0	0
383	1	0.0593798593751533	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
384	1	0.478033128258406	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
385	12	8	49							0	0	0	1	0	0	0	0
386	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
387	1	0.637822846315647	48							0	0	1	0	0	0	0	0
388	1	7.64235265854688	48							0	0	1	0	0	0	0	0
389	1	0.227890636781433	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
390	2	3.37248289449474	47	49	50	51	52	53		0	1	0	1	1	1	1	1
391	0	3.38231783244663	46							1	0	0	0	0	0	0	0
392	2	3.42809295057443	47	49	50	51	52	53		0	1	0	1	1	1	1	1
393	2	3.56974799391877	47	49	50	51	52	53		0	1	0	1	1	1	1	1
394	1	2	48							0	0	1	0	0	0	0	0
395	1	0.0923159184462701	48							0	0	1	0	0	0	0	0
396	1	0.0738617441063644	48							0	0	1	0	0	0	0	0
397	0	1	46							1	0	0	0	0	0	0	0
398	1	0.0793601562258789	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
399	8	9.70965251901855	53							0	0	0	0	0	0	0	1
400	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
401	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
402	0	3	46							1	0	0	0	0	0	0	0
403	1	1.08772156425367	48							0	0	1	0	0	0	0	0
404	1	4.24738867549979	48							0	0	1	0	0	0	0	0
405	0	1.58397642721108	46							1	0	0	0	0	0	0	0
406	0	2.51158463053397	46							1	0	0	0	0	0	0	0
407	1	1	48							0	0	1	0	0	0	0	0
408	2	2.5506556808678	47	49	50	51	52	53		0	1	0	1	1	1	1	1
409	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
410	1	1.21936714977106	48							0	0	1	0	0	0	0	0
411	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
412	2	3.41585338156035	47	49	50	51	52	53		0	1	0	1	1	1	1	1
413	2	2.77001491888533	47	49	50	51	52	53		0	1	0	1	1	1	1	1
414	1	2.04111237782739	48							0	0	1	0	0	0	0	0
415	1	0.359711162365603	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
416	0	3.49853788904468	46							1	0	0	0	0	0	0	0
417	1	3.56981590104918	48							0	0	1	0	0	0	0	0
418	1	8	48							0	0	1	0	0	0	0	0
419	1	1.77066628494923	48							0	0	1	0	0	0	0	0
420	1	1.31859682759857	46							1	0	0	0	0	0	0	0
421	11	13.5470122376003	47							0	1	0	0	0	0	0	0
422	0	2.18016406841519	46							1	0	0	0	0	0	0	0
423	1	8.87055790966086	48							0	0	1	0	0	0	0	0
424	11	13.1494309009424	47							0	1	0	0	0	0	0	0
425	1	0.0382297819140247	48							0	0	1	0	0	0	0	0
426	1	3	48							0	0	1	0	0	0	0	0
427	2	2.64954385232656	47	49	50	51	52	53		0	1	0	1	1	1	1	1
428	0	2.0647060508026	46							1	0	0	0	0	0	0	0
429	1	7.41636925560769	48							0	0	1	0	0	0	0	0
430	1	0.816953031708127	48							0	0	1	0	0	0	0	0
431	1	0.217642579918495	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
432	1	0.748581746786668	48							0	0	1	0	0	0	0	0
433	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
434	1	2	48							0	0	1	0	0	0	0	0
435	2	1.35209547794335	47	49	50	51	52	53		0	1	0	1	1	1	1	1
436	2	1.35940666959783	47	49	50	51	52	53		0	1	0	1	1	1	1	1
437	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
438	2	2.87898140522852	47	49	50	51	52	53		0	1	0	1	1	1	1	1
439	2	1.39500499617348	47	49	50	51	52	53		0	1	0	1	1	1	1	1
440	1	2.22441359334052	48							0	0	1	0	0	0	0	0
441	1	1.65194864560334	48							0	0	1	0	0	0	0	0
442	1	1	48							0	0	1	0	0	0	0	0
443	1	3.50547160130898	48							0	0	1	0	0	0	0	0
444	1	7	48							0	0	1	0	0	0	0	0
445	0	3.2151507137856	46							1	0	0	0	0	0	0	0
446	12	8.50152519133385	49							0	0	0	1	0	0	0	0
447	1	4.28071149814629	48							0	0	1	0	0	0	0	0
448	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
